2025-01-01,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Nemzetiségi önkormányzat,,,,,,,,,,,,
Helység megnevezése,Helység KSH kódja,Helység jogállása,Vármegye megnevezése,Járás kódja,Járás neve,Járás székhelye,"Polgármesteri hivatal, közös önkormányzati hivatal kódja","Polgármesteri hivatal, közös önkormányzati hivatal székhelye",Terület  (hektár),Lakó-népesség,Lakások száma,Becsült terület-adatokkal,bolgár  ,görög  ,horvát  ,lengyel  ,német  ,örmény  ,roma,román  ,ruszin  ,szerb  ,szlovák  ,szlovén  ,ukrán  
Máriahalom,22637,község,Komárom-Esztergom,110 0,Esztergomi,Esztergom,5 ,Dág,"1,084",653,284,,,,,,1,,,,,,,,
Máriakálnok,12283,község,Győr-Moson-Sopron,089 0,Mosonmagyaróvári,Mosonmagyaróvár,5 ,Halászi,"1,548",2074,784,,,,,,,,,,,,,,
Máriakéménd,14483,község,Baranya,024 0,Bólyi,Bóly,5 ,Szederkény,"1,578",542,220,,,,,,1,,1,,,,,,
Márianosztra,04570,község,Pest,137 0,Szobi,Szob,2 ,[Helyben],"2,027",925,376,,,,,,,,,,,,,,
Máriapócs,19655,város,Szabolcs-Szatmár-Bereg,156 0,Nyírbátori,Nyírbátor,2 ,[Helyben],"2,208",1826,677,,,,,,,,1,,1,,,,
Markaz,16540,község,Heves,106 0,Gyöngyösi,Gyöngyös,2 ,[Helyben],"2,561",1736,957,,,,,,,,,,,,,,
Márkháza,14641,község,Nógrád,120 0,Salgótarjáni,Salgótarján,5 ,Lucfalva,631,219,109,,,,,,,,1,,,,,,
Márkó,32212,község,Veszprém,191 0,Veszprémi,Veszprém,2 ,[Helyben],"3,441",1790,623,,,,,,1,,,,,,,,
Markóc,16443,község,Baranya,030 0,Sellyei,Sellye,5 ,Sellye,579,62,32,,,,,,,,,,,,,,
Markotabödöge,06770,község,Győr-Moson-Sopron,086 0,Csornai,Csorna,5 ,Kóny,"1,629",503,232,,,,,,,,,,,,,,
Maróc,02103,község,Zala,195 0,Letenyei,Letenye,5 ,Bázakerettye,516,54,70,,,,,,,,,,,,,,
Marócsa,15219,község,Baranya,030 0,Sellyei,Sellye,5 ,Sellye,"1,138",73,45,,,,,,,,,,,,,,
Márok,20659,község,Baranya,031 0,Siklósi,Siklós,5 ,Nagyharsány,"1,593",372,183,,,,,,1,,,,,,,,
Márokföld,31981,község,Zala,194 0,Lenti,Lenti,5 ,Csesztreg,744,66,35,,,,,,,,,,,,,,
Márokpapi,33224,község,Szabolcs-Szatmár-Bereg,159 0,Vásárosnaményi,Vásárosnamény,5 ,Tarpa,"2,118",496,211,,,,,,,,,,,,,,
Maroslele,10515,község,Csongrád-Csanád,073 0,Makói,Makó,1 ,–,"4,656",2079,926,,,,,,,,,,,,,,
Mártély,25733,község,Csongrád-Csanád,071 0,Hódmezővásárhelyi,Hódmezővásárhely,5 ,Hódmezővásárhely,"3,646",1281,575,,,,,,,,,,,,,,
Martfű,02626,város,Jász-Nagykun-Szolnok,167 0,Szolnoki,Szolnok,1 ,–,"2,308",5498,2935,,,,,,,,,,,,,,
Martonfa,02228,község,Baranya,029 0,Pécsváradi,Pécsvárad,5 ,Pécsvárad,569,203,91,,,,,,,,,,,,,,
Martonvásár,04659,város,Fejér,081 1,Martonvásári,Martonvásár,1 ,–,"3,125",5944,2157,,,,,,,,,,,,,,
Martonyi,02024,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,5 ,Szalonna,"1,757",292,180,,,,,,,,1,,,,,,
Mátészalka,18874,város,Szabolcs-Szatmár-Bereg,154 1,Mátészalkai,Mátészalka,1 ,–,"4,140",14848,7162,,,,,,1,,1,1,,,,,
Mátételke,27809,község,Bács-Kiskun,034 0,Bácsalmási,Bácsalmás,5 ,Bácsalmás,"2,795",449,278,,,,,,,,,,,,,,
Mátraballa,19965,község,Heves,109 0,Pétervásárai,Pétervására,5 ,Mátraderecske,"2,636",646,424,,,,,,,,,,,,,,
Mátraderecske,14872,község,Heves,109 0,Pétervásárai,Pétervására,2 ,[Helyben],"1,399",1624,1006,,,,,,,,1,,,,,,
Mátramindszent,20075,község,Nógrád,117 0,Bátonyterenyei,Bátonyterenye,2 ,[Helyben],"1,673",684,425,,,,,,,,1,,,,,,
Mátranovák,19372,község,Nógrád,117 0,Bátonyterenyei,Bátonyterenye,5 ,Mátraterenye,"2,697",1527,1042,,,,,,,,,,,,,,
Mátraszele,24332,község,Nógrád,120 0,Salgótarjáni,Salgótarján,2 ,[Helyben],"1,697",871,465,,,,,,,,,,,,,,
Mátraszentimre,29045,község,Heves,106 0,Gyöngyösi,Gyöngyös,5 ,Gyöngyössolymos,"2,129",462,326,,,,,,,,,,,,1,,
Mátraszőlős,04330,község,Nógrád,118 0,Pásztói,Pásztó,2 ,[Helyben],"2,917",1425,663,,,,,,,,1,,,,,,
Mátraterenye,33525,község,Nógrád,117 0,Bátonyterenyei,Bátonyterenye,2 ,[Helyben],"2,813",1591,872,,,,,,,,1,,,,,,
Mátraverebély,30100,község,Nógrád,117 0,Bátonyterenyei,Bátonyterenye,2 ,[Helyben],"1,840",1626,811,,,,,,,,1,,,,,,
Mátyásdomb,16948,község,Fejér,079 0,Enyingi,Enying,5 ,Mezőszentgyörgy,"3,539",727,279,,,,,,,,,,,,,,
Matty,15051,község,Baranya,031 0,Siklósi,Siklós,5 ,Siklós,"1,690",326,140,,,,,,,,1,,,,,,
Mátyus,20668,község,Szabolcs-Szatmár-Bereg,159 0,Vásárosnaményi,Vásárosnamény,5 ,Tiszakerecseny,"1,103",266,130,,,,,,,,,,,,,,
Máza,33756,község,Baranya,026 0,Komlói,Komló,5 ,Egyházaskozár,"1,069",1089,485,,,,,,1,,1,,,,,,
Mecseknádasd,13444,község,Baranya,029 0,Pécsváradi,Pécsvárad,2 ,[Helyben],"3,608",1449,666,,,,,,1,,,,,,,,
Mecsekpölöske,11402,község,Baranya,026 0,Komlói,Komló,5 ,Magyarhertelend,731,375,156,,,,,,,,,,,,,,
Mecsér,27359,község,Győr-Moson-Sopron,089 0,Mosonmagyaróvári,Mosonmagyaróvár,5 ,Lébény,"2,110",672,305,,,,,,,,,,,,,,
Medgyesbodzás,20765,község,Békés,049 0,Mezőkovácsházai,Mezőkovácsháza,5 ,Nagykamarás,"3,167",805,533,,,,,,,,,,,,,,
Medgyesegyháza,30128,város,Békés,049 0,Mezőkovácsházai,Mezőkovácsháza,1 ,–,"6,429",3122,1806,,,,,,,,1,1,,,1,,
Medina,30562,község,Tolna,173 0,Szekszárdi,Szekszárd,5 ,Kölesd,"2,224",668,327,,,,,,,,1,,,1,,,
Megyaszó,21768,község,Borsod-Abaúj-Zemplén,066 0,Szerencsi,Szerencs,2 ,[Helyben],"5,342",2498,828,,,,,,,,1,,,,,,
Megyehíd,30872,község,Vas,179 0,Sárvári,Sárvár,5 ,Ikervár,599,299,122,,,,,,,,,,,,,,
Megyer,04987,község,Veszprém,188 0,Sümegi,Sümeg,5 ,Gógánfa,426,25,25,,,,,,,,,,,,,,
Meggyeskovácsi,25760,község,Vas,179 0,Sárvári,Sárvár,5 ,Nyőgér,"2,464",723,340,,,,,,,,,,,,,,
Méhkerék,23931,község,Békés,051 0,Sarkadi,Sarkad,1 ,–,"2,585",1870,843,,,,,,,,1,1,,,,,
Méhtelek,29799,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,5 ,Garbolc,863,640,274,,,,,,,,1,,,,,,
Mekényes,30492,község,Baranya,025 0,Hegyháti,Sásd,5 ,Mágocs,"1,777",240,137,,,,,,,,,,,,,,
Mélykút,16018,város,Bács-Kiskun,036 0,Jánoshalmai,Jánoshalma,1 ,–,"12,347",4594,2678,,,,,,,,1,,,,,,
Mencshely,27137,község,Veszprém,191 0,Veszprémi,Veszprém,5 ,Nagyvázsony,"1,261",295,137,,,,,,,,,,,,,,
Mende,03692,község,Pest,131 0,Nagykátai,Nagykáta,1 ,–,"2,715",4250,1523,,,,,,,,1,,,,,,
Méra,25618,község,Borsod-Abaúj-Zemplén,056 0,Encsi,Encs,2 ,[Helyben],"1,512",1396,562,,,,,,,,1,,,,,,
Merenye,07737,község,Baranya,033 0,Szigetvári,Szigetvár,5 ,Nagydobsza,"1,447",243,122,,,,,,,,,,,,,,
Mérges,20385,község,Győr-Moson-Sopron,092 0,Téti,Tét,5 ,Tét,651,96,53,,,,,,,,,,,,,,
Mérk,07463,nagyközség,Szabolcs-Szatmár-Bereg,154 0,Mátészalkai,Mátészalka,2 ,[Helyben],"2,508",1911,785,,,,,,1,,1,,,,,,
Mernye,23630,község,Somogy,143 0,Kaposvári,Kaposvár,2 ,[Helyben],"2,593",1315,544,,,,,,,,,,,,,,
Mersevát,14809,község,Vas,176 0,Celldömölki,Celldömölk,5 ,Celldömölk,"1,054",568,236,,,,,,,,,,,,,,
Mesterháza,31875,község,Vas,179 0,Sárvári,Sárvár,5 ,Bő,419,152,78,,,,,,,,,,,,,,
Mesteri,15723,község,Vas,176 0,Celldömölki,Celldömölk,5 ,Celldömölk,"1,169",260,150,,,,,,,,,,,,,,
Mesterszállás,30234,község,Jász-Nagykun-Szolnok,166 0,Mezőtúri,Mezőtúr,5 ,Mezőtúr,"4,292",635,373,,,,,,,,,,,,,,
Meszes,11758,község,Borsod-Abaúj-Zemplén,055 0,Edelényi,Edelény,5 ,Szalonna,"1,140",151,117,,,,,,,,,,,,,,
Meszlen,32832,község,Vas,181 0,Szombathelyi,Szombathely,5 ,Nemesbőd,"1,202",195,96,,,,,,,,,,,,,,
Mesztegnyő,16106,község,Somogy,144 0,Marcali,Marcali,2 ,[Helyben],"4,471",1248,556,,,,,,,,1,,,,,,
Mezőberény,19628,város,Békés,045 0,Békési,Békés,1 ,–,"11,853",9301,4456,,,,,,1,,1,,,,1,,
Mezőcsát,13833,város,Borsod-Abaúj-Zemplén,059 1,Mezőcsáti,Mezőcsát,2 ,[Helyben],"10,309",5578,2400,,,,,,,,1,,,,,,
Mezőcsokonya,30854,község,Somogy,143 0,Kaposvári,Kaposvár,5 ,Somogysárd,"3,078",1150,444,,,,,,,,1,,,,,,
Meződ,03470,község,Baranya,025 0,Hegyháti,Sásd,5 ,Sásd,"1,041",114,67,,,,,,,,,,,,,,
Mezőfalva,17552,nagyközség,Fejér,078 0,Dunaújvárosi,Dunaújváros,1 ,–,"8,042",4447,1845,,,,,,1,,1,,,,,,
Mezőgyán,04206,község,Békés,051 0,Sarkadi,Sarkad,5 ,Kötegyán,"5,987",807,468,,,,,,,,1,,,,,,
Mezőhegyes,11873,város,Békés,049 0,Mezőkovácsházai,Mezőkovácsháza,1 ,–,"15,544",4173,2833,,,,,,,,,,,,,,
Mezőhék,26286,község,Jász-Nagykun-Szolnok,166 0,Mezőtúri,Mezőtúr,5 ,Mezőtúr,"8,982",302,168,,,,,,,,,,,,,,
Mezőkeresztes,11323,város,Borsod-Abaúj-Zemplén,060 0,Mezőkövesdi,Mezőkövesd,1 ,–,"7,426",3459,1615,,,,,,,,,,,,,,
Mezőkomárom,05689,község,Fejér,079 0,Enyingi,Enying,5 ,Mezőszentgyörgy,"2,905",830,401,,,,,,,,,,,,,,
Mezőkovácsháza,30322,város,Békés,049 1,Mezőkovácsházai,Mezőkovácsháza,1 ,–,"6,259",5251,2870,,,,,,,,1,1,,,,,
Mezőkövesd,19433,város,Borsod-Abaúj-Zemplén,060 1,Mezőkövesdi,Mezőkövesd,2 ,[Helyben],"10,049",15413,7645,,,,,,,,1,,,,,,
Mezőladány,32656,község,Szabolcs-Szatmár-Bereg,153 0,Kisvárdai,Kisvárda,2 ,[Helyben],"1,407",902,338,,,,,,,,1,,,,,,
Mezőlak,23560,község,Veszprém,187 0,Pápai,Pápa,5 ,Nemesgörzsöny,"2,157",901,391,,,,,,,,,,,,,,
Mezőnagymihály,18379,község,Borsod-Abaúj-Zemplén,060 0,Mezőkövesdi,Mezőkövesd,5 ,Szentistván,"6,186",913,490,,,,,,,,,,,,,,
Mezőnyárád,11749,község,Borsod-Abaúj-Zemplén,060 0,Mezőkövesdi,Mezőkövesd,2 ,[Helyben],"1,406",1503,689,,,,,,,,,,,,,,
Mezőörs,12812,község,Győr-Moson-Sopron,087 0,Győri,Győr,5 ,Pér,"4,848",957,351,,,,,,,,,,,,,,
Mezőpeterd,31033,község,Hajdú-Bihar,094 0,Berettyóújfalui,Berettyóújfalu,5 ,Körösszegapáti,"1,823",540,262,,,,,,,,1,1,,,,,
Mezősas,18847,község,Hajdú-Bihar,094 0,Berettyóújfalui,Berettyóújfalu,5 ,Körösszegapáti,"2,639",598,290,,,,,,,,1,1,,,,,
Mezőszemere,25089,község,Heves,105 0,Füzesabonyi,Füzesabony,5 ,Szihalom,"2,148",1026,576,,,,,,,,1,,,,,,
Mezőszentgyörgy,06576,község,Fejér,079 0,Enyingi,Enying,2 ,[Helyben],"2,712",1234,448,,,,,,,,1,,,,,,
Mezőszilas,29036,község,Fejér,084 0,Sárbogárdi,Sárbogárd,2 ,[Helyben],"6,497",2004,810,,,,,,,,1,,,,,,
Mezőtárkány,31662,község,Heves,105 0,Füzesabonyi,Füzesabony,2 ,[Helyben],"4,061",1483,656,,,,,,,,1,,,,,,
Mezőtúr,04260,város,Jász-Nagykun-Szolnok,166 1,Mezőtúri,Mezőtúr,2 ,[Helyben],"28,972",15257,7736,,,,,,,,1,,,,,,
Mezőzombor,03443,község,Borsod-Abaúj-Zemplén,066 0,Szerencsi,Szerencs,1 ,–,"3,879",2202,838,,,,,,,,1,,,,,,
Miháld,27526,község,Zala,196 0,Nagykanizsai,Nagykanizsa,5 ,Nagyrécse,"2,164",668,347,,,,,,,,,,,,,,
Mihályfa,02130,község,Zala,198 0,Zalaszentgróti,Zalaszentgrót,5 ,Óhíd,"1,207",339,176,,,,,,,,,,,,,,
Mihálygerge,13222,község,Nógrád,120 0,Salgótarjáni,Salgótarján,2 ,[Helyben],"1,106",490,282,,,,,,,,,,,,,,
Mihályháza,04668,község,Veszprém,187 0,Pápai,Pápa,5 ,Nemesszalók,"2,152",671,309,,,,,,,,,,,,,,
Mihályi,21980,község,Győr-Moson-Sopron,088 0,Kapuvári,Kapuvár,2 ,[Helyben],"1,628",1041,461,,,,,,,,,,,,,,
Mike,20905,község,Somogy,143 0,Kaposvári,Kaposvár,2 ,[Helyben],"3,241",561,243,,,,,,,,1,,,,,,
Mikebuda,24466,község,Pest,124 0,Ceglédi,Cegléd,5 ,Albertirsa,"4,217",685,313,,,,,,,,,,,,,,
Mikekarácsonyfa,22141,község,Zala,194 0,Lenti,Lenti,5 ,Csömödér,850,318,138,,,,,,,,,,,,,,
Mikepércs,24217,község,Hajdú-Bihar,096 0,Derecskei,Derecske,1 ,–,"3,693",5362,1883,,,,,,,,1,,,,,,
Miklósi,33376,község,Somogy,147 0,Tabi,Tab,5 ,Törökkoppány,"1,047",174,123,,,,,,1,,,,,,,,
Mikófalva,31282,község,Heves,103 0,Bélapátfalvai,Bélapátfalva,5 ,Balaton,"1,441",625,314,,,,,,,,,,,,,,
Mikóháza,24253,község,Borsod-Abaúj-Zemplén,065 0,Sátoraljaújhelyi,Sátoraljaújhely,2 ,[Helyben],"1,691",487,240,,,,,,,,,,,,1,,
Mikosszéplak,30599,község,Vas,182 0,Vasvári,Vasvár,5 ,Kám,"1,866",298,150,,,,,,,,,,,,,,
Milejszeg,02662,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,5 ,Gellénháza,908,300,144,,,,,,,,,,,,,,
Milota,31750,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,5 ,Tiszakóród,"1,539",865,313,,,,,,,,1,,,,,,
Mindszent,21555,város,Csongrád-Csanád,071 0,Hódmezővásárhelyi,Hódmezővásárhely,1 ,–,"5,935",6209,3153,,,,,,,,1,,,,,,
Mindszentgodisa,16285,község,Baranya,025 0,Hegyháti,Sásd,2 ,[Helyben],"2,297",681,343,,,,,,1,,1,,,,,,
Mindszentkálla,04534,község,Veszprém,189 0,Tapolcai,Tapolca,5 ,Kővágóörs,"1,084",250,141,,,,,,,,,,,,,,
Misefa,04756,község,Zala,197 0,Zalaegerszegi,Zalaegerszeg,5 ,Nagykapornak,651,256,122,,,,,,,,,,,,,,
Miske,30632,község,Bács-Kiskun,037 0,Kalocsai,Kalocsa,2 ,[Helyben],"4,227",1509,696,,,,,,1,,1,,,,1,,
Miskolc,30456,"megyeszékhely, megyei jogú város",Borsod-Abaúj-Zemplén,061 1,Miskolci,Miskolc,1 ,–,"23,667",141440,79234,,1,1,,1,1,1,1,,1,,1,,1
Miszla,02811,község,Tolna,174 0,Tamási,Tamási,5 ,Gyönk,"3,472",252,174,,,,,,,,,,,,,,
Mocsa,26930,község,Komárom-Esztergom,112 0,Komáromi,Komárom,2 ,[Helyben],"6,719",2106,827,,,,,,,,,,,,,,
Mogyoród,17783,nagyközség,Pest,128 0,Gödöllői,Gödöllő,1 ,–,"3,449",8436,3348,,,,,,,,1,1,,,,,
Mogyorósbánya,28255,község,Komárom-Esztergom,110 0,Esztergomi,Esztergom,5 ,Nyergesújfalu,732,866,333,,,,,,,,,,,,1,,
Mogyoróska,10968,község,Borsod-Abaúj-Zemplén,057 0,Gönci,Gönc,5 ,Telkibánya,"1,917",77,113,,,,,,,,,,,,,,
Moha,25715,község,Fejér,085 0,Székesfehérvári,Székesfehérvár,5 ,Sárkeresztes,988,566,260,,,,,,,,,,,,,,
Mohács,23959,város,Baranya,027 1,Mohácsi,Mohács,1 ,–,"11,223",17054,8531,,,,1,,1,,1,,,1,,,
Mohora,27915,község,Nógrád,116 0,Balassagyarmati,Balassagyarmat,5 ,Cserhátsurány,"1,595",889,367,,,,,,,,1,,,,,,
Molnári,21014,község,Zala,195 0,Letenyei,Letenye,5 ,Semjénháza,"1,286",597,263,,,,1,,,,,,,,,,
Molnaszecsőd,03294,község,Vas,177 0,Körmendi,Körmend,2 ,[Helyben],"1,169",416,183,,,,,,,,,,,,,,
Molvány,29522,község,Baranya,033 0,Szigetvári,Szigetvár,5 ,Nagydobsza,"1,376",152,82,,,,,,,,,,,,,,
Monaj,09016,község,Borsod-Abaúj-Zemplén,067 0,Szikszói,Szikszó,5 ,Homrogd,"1,153",256,99,,,,,,,,,,,,,,
Monok,07825,község,Borsod-Abaúj-Zemplén,066 0,Szerencsi,Szerencs,5 ,Rátka,"4,196",1430,766,,,,,,,,1,,,,,,
Monor,10551,város,Pest,130 1,Monori,Monor,1 ,–,"4,679",19355,7097,,,,,,,,1,1,,,,,
Monorierdő,34397,község,Pest,130 0,Monori,Monor,1 ,–,"1,507",5107,1943,,,,,,,,1,,,,,,
Mónosbél,31565,község,Heves,103 0,Bélapátfalvai,Bélapátfalva,5 ,Bélapátfalva,"1,378",395,143,,,,,,,,,,,,,,
Monostorapáti,24040,község,Veszprém,189 0,Tapolcai,Tapolca,2 ,[Helyben],"2,554",1061,486,,,,,,,,1,,,,,,
Monostorpályi,25894,község,Hajdú-Bihar,096 0,Derecskei,Derecske,1 ,–,"4,444",2130,941,,,,,,,,,,,,,,
Monoszló,22512,község,Veszprém,185 0,Balatonfüredi,Balatonfüred,5 ,Zánka,746,96,64,,,,,,,,,,,,,,
Monyoród,16027,község,Baranya,024 0,Bólyi,Bóly,5 ,Szederkény,712,171,93,,,,,,,,,,,,,,
Mór,18485,város,Fejér,082 1,Móri,Mór,1 ,–,"10,861",13256,5762,,,,,,1,,1,,,,,,
Mórágy,20701,község,Tolna,170 0,Bonyhádi,Bonyhád,5 ,Bonyhád,"1,761",622,296,,,,,,1,,1,,,,,,
Mórahalom,04349,város,Csongrád-Csanád,074 1,Mórahalmi,Mórahalom,1 ,–,"8,315",6432,2868,,,,,,,,,,,,,,
Móricgát,34096,község,Bács-Kiskun,042 0,Kiskunmajsai,Kiskunmajsa,5 ,Jászszentlászló,"3,289",397,289,,,,,,,,,,,,,,
Mórichida,02556,község,Győr-Moson-Sopron,092 0,Téti,Tét,5 ,Gyarmat,"3,230",803,351,,,,,,,,,,,,,,
Mosdós,31343,község,Somogy,143 0,Kaposvári,Kaposvár,5 ,Baté,"1,695",827,324,,,,,,,,1,,,,,,
Mosonmagyaróvár,04783,város,Győr-Moson-Sopron,089 1,Mosonmagyaróvári,Mosonmagyaróvár,1 ,–,"8,378",33743,16665,,,,,,1,,1,,,,,1,
Mosonszentmiklós,33677,község,Győr-Moson-Sopron,087 0,Győri,Győr,1 ,–,"3,071",2662,1026,,,,,,,,,,,,,,
Mosonszolnok,28149,község,Győr-Moson-Sopron,089 0,Mosonmagyaróvári,Mosonmagyaróvár,2 ,[Helyben],"4,390",1866,655,,,,,,,,,,,,,,
Mosonudvar,34412,község,Győr-Moson-Sopron,089 0,Mosonmagyaróvári,Mosonmagyaróvár,5 ,Mosonszolnok,157,381,157,,,,,,,,,,,,,,
Mozsgó,29540,község,Baranya,033 0,Szigetvári,Szigetvár,2 ,[Helyben],"2,176",862,337,,,,,,1,,1,,,,,,
Mőcsény,33349,község,Tolna,170 0,Bonyhádi,Bonyhád,5 ,Bonyhád,"1,214",340,143,,,,,,,,,,,,,,
Mucsfa,13620,község,Tolna,170 0,Bonyhádi,Bonyhád,5 ,Aparhant,"1,275",284,148,,,,,,,,,,,,,,
Mucsi,07029,község,Tolna,174 0,Tamási,Tamási,5 ,Hőgyész,"2,476",417,199,,,,,,,,,,,,,,
Múcsony,21546,nagyközség,Borsod-Abaúj-Zemplén,058 0,Kazincbarcikai,Kazincbarcika,2 ,[Helyben],"1,755",2631,1185,,,,,1,,,1,,1,,,,
Muhi,02158,község,Borsod-Abaúj-Zemplén,068 0,Tiszaújvárosi,Tiszaújváros,5 ,Kesznyéten,962,478,206,,,,,,,,,,,,,,
Murakeresztúr,25210,község,Zala,196 0,Nagykanizsai,Nagykanizsa,2 ,[Helyben],"1,172",1521,686,,,,1,,,,1,,,,,,
Murarátka,07968,község,Zala,195 0,Letenyei,Letenye,5 ,Letenye,"1,204",227,128,,,,,,,,1,,,,,,
Muraszemenye,33987,község,Zala,195 0,Letenyei,Letenye,5 ,Bázakerettye,"1,615",486,271,,,,,,,,,,,,,,
Murga,18917,község,Tolna,170 0,Bonyhádi,Bonyhád,5 ,Zomba,659,44,49,,,,,,,,,,,,,,
Murony,11989,község,Békés,045 0,Békési,Békés,2 ,[Helyben],"3,568",1079,546,,,,,,,,,,,,,,
Nábrád,19211,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,2 ,[Helyben],"1,763",845,366,,,,,,,,,,,,,,
Nadap,27599,község,Fejér,080 0,Gárdonyi,Gárdony,5 ,Kápolnásnyék,693,810,326,,,,,,,,,,,,,,
Nádasd,06716,község,Vas,177 0,Körmendi,Körmend,2 ,[Helyben],"3,560",1316,595,,,,,,,,,,,,,,
Nádasdladány,13903,község,Fejér,085 0,Székesfehérvári,Székesfehérvár,5 ,Úrhida,"2,635",1646,625,,,,,,,,,,,,,,
Nádudvar,28103,város,Hajdú-Bihar,100 0,Hajdúszoboszlói,Hajdúszoboszló,1 ,–,"22,591",7935,3622,,,,,,,,1,,,,,,
Nágocs,15909,község,Somogy,147 0,Tabi,Tab,5 ,Andocs,"2,226",577,263,,,,,,,,,,,,,,
Nagyacsád,23551,község,Veszprém,187 0,Pápai,Pápa,5 ,Nemesgörzsöny,"1,395",597,251,,,,,,,,,,,,,,
Nagyalásony,27979,község,Veszprém,186 0,Devecseri,Devecser,5 ,Tüskevár,"1,401",482,203,,,,,,,,,,,,,,
Nagyar,04710,község,Szabolcs-Szatmár-Bereg,150 0,Fehérgyarmati,Fehérgyarmat,5 ,Szatmárcseke,"1,599",594,278,,,,,,,,1,,,,,,
Nagyatád,17941,város,Somogy,145 1,Nagyatádi,Nagyatád,1 ,–,"7,060",9218,4868,,,,1,,,,1,,,,,,
Nagybajcs,02361,község,Győr-Moson-Sopron,087 0,Győri,Győr,5 ,Kisbajcs,774,1232,471,,,,,,,,,,,,,,
Nagybajom,21652,város,Somogy,143 0,Kaposvári,Kaposvár,2 ,[Helyben],"10,806",3140,1128,,,,,,,,1,,,,,,
Nagybakónak,12760,község,Zala,196 0,Nagykanizsai,Nagykanizsa,5 ,Nagyrécse,"1,794",373,213,,,,,,,,,,,,,,
Nagybánhegyes,26028,község,Békés,049 0,Mezőkovácsházai,Mezőkovácsháza,5 ,Kaszaper,"4,224",1014,778,,,,,,,,,,,,1,,
Nagybaracska,25955,község,Bács-Kiskun,035 0,Bajai,Baja,2 ,[Helyben],"3,795",1954,1008,,,,,,,,1,,,,,,
Nagybarca,29188,község,Borsod-Abaúj-Zemplén,058 0,Kazincbarcikai,Kazincbarcika,5 ,Mályinka,"1,439",881,354,,,,,,,,,,,,,,
Nagybárkány,16391,község,Nógrád,120 0,Salgótarjáni,Salgótarján,5 ,Lucfalva,884,631,242,,,,,,,,1,,,,,,
Nagyberény,29063,község,Somogy,146 0,Siófoki,Siófok,5 ,Ádánd,"2,314",1264,594,,,,,,,,,,,,,,
Nagyberki,21449,község,Somogy,143 0,Kaposvári,Kaposvár,2 ,[Helyben],"2,174",1282,506,,,,,,,,1,,,,,,
Nagybörzsöny,14775,község,Pest,137 0,Szobi,Szob,5 ,Kemence,"5,065",570,359,,,,,,1,,1,,,,,,
Nagybudmér,03984,község,Baranya,024 0,Bólyi,Bóly,5 ,Bóly,"1,022",149,78,,,,,,,,,,,,,,
Nagycenk,02495,nagyközség,Győr-Moson-Sopron,091 0,Soproni,Sopron,2 ,[Helyben],"1,945",2871,1086,,,,,,,,,,,,,,
Nagycsány,18111,község,Baranya,030 0,Sellyei,Sellye,5 ,Csányoszró,565,124,43,,,,,,,,,,,,,,
Nagycsécs,05582,község,Borsod-Abaúj-Zemplén,068 0,Tiszaújvárosi,Tiszaújváros,5 ,Sajóörös,983,731,283,,,,,,,,1,,,,,,
Nagycsepely,20598,község,Somogy,146 0,Siófoki,Siófok,5 ,Balatonszárszó,"1,980",365,185,,,,,,,,,,,,,,
Nagycserkesz,22743,község,Szabolcs-Szatmár-Bereg,157 0,Nyíregyházi,Nyíregyháza,5 ,Kálmánháza,"4,147",1516,642,,,,,,,,1,,,,,,
Nagydém,10001,község,Veszprém,187 0,Pápai,Pápa,5 ,Csót,"1,332",319,167,,,,,,,,,,,,,,
Nagydobos,21485,község,Szabolcs-Szatmár-Bereg,154 0,Mátészalkai,Mátészalka,1 ,–,"2,693",2072,739,,,,,,,,1,,,,,,
Nagydobsza,33899,község,Baranya,033 0,Szigetvári,Szigetvár,2 ,[Helyben],"1,323",556,227,,,,1,,,,1,,,,,,
Nagydorog,18388,nagyközség,Tolna,172 0,Paksi,Paks,2 ,[Helyben],"4,144",2414,1066,,,,,,,,1,,,,,,
Nagyecsed,06488,város,Szabolcs-Szatmár-Bereg,154 0,Mátészalkai,Mátészalka,2 ,[Helyben],"4,385",5987,2291,,,,,,,,1,,,,,,
Nagyér,20914,község,Csongrád-Csanád,073 0,Makói,Makó,5 ,Csanádalberti,"1,229",446,239,,,,,,,,,,,,,,
Nagyesztergár,23180,község,Veszprém,192 0,Zirci,Zirc,5 ,Dudar,"1,829",1105,403,,,,,,1,,,,,,,,
Nagyfüged,26879,község,Heves,106 0,Gyöngyösi,Gyöngyös,5 ,Vámosgyörk,"2,751",1779,693,,,,,,,,1,,,,,,
Nagygeresd,09283,község,Vas,179 0,Sárvári,Sárvár,5 ,Uraiújfalu,940,260,144,,,,,,,,,,,,,,
Nagygörbő,05218,község,Zala,198 0,Zalaszentgróti,Zalaszentgrót,5 ,Óhíd,745,196,99,,,,,,,,,,,,,,
Nagygyimót,08262,község,Veszprém,187 0,Pápai,Pápa,5 ,Csót,"2,344",497,251,,,,,,,,,,,,,,
